0;0;15.911944964786155
1;0;15.886476585165411
2;0;16.110858323228275
3;0;16.44863574735994
4;0;16.749652793704737
5;0;16.575329344155044
6;0;16.43511348640827
0;1;24.060018250068996
1;1;24.205589007086356
2;1;24.720042644381955
3;1;26.874782856121172
4;1;27.576131224598207
5;1;27.879499208133478
6;1;26.871020124554665
0;2;51.01434887987511
1;2;46.498530551936526
2;2;43.698213359721045
3;2;48.36775936881731
4;2;56.789233918535906
5;2;51.98801930803549
6;2;53.50222345075275
0;3;58.44785966019786
1;3;54.66853247471528
2;3;53.38619182311382
3;3;61.64394318077526
4;3;72.19303802597524
5;3;69.28923185801983
6;3;70.5066056321674
0;4;52.6814854090865
1;4;50.06471779145097
2;4;52.5628384210851
3;4;64.24613521958372
4;4;80.0638401488617
5;4;79.53771690577837
6;4;83.05384941979477
0;5;26.35372166732857
1;5;30.537749177582423
2;5;42.807475265311346
3;5;66.52224588436917
4;5;82.91128435473655
5;5;99.501108987709
6;5;99.95609026891962
0;6;15.951906587488503
1;6;21.930776877172136
2;6;40.68313290667525
3;6;77.3936512638764
4;6;101.87340445674562
5;6;120.35685910335259
6;6;116.27915301367034
0;7;12.399338847582433
1;7;19.37998041519055
2;7;41.29052381971132
3;7;88.32365030078007
4;7;116.38935945759619
5;7;139.91864161534596
6;7;131.72644713864074
-----
0;0;17.616497364304433
1;0;19.509910302302178
2;0;26.206134334537314
3;0;42.550376406911674
4;0;73.66219009571506
5;0;93.33022425756992
6;0;106.39292668545754
0;1;25.26383640947756
1;1;27.28464920839248
2;1;33.77756899350907
3;1;50.27201839920316
4;1;83.36847523029256
5;1;100.91582720219567
6;1;114.02158189666152
0;2;48.256546918618206
1;2;46.460180652506246
2;2;56.1480087962675
3;2;72.56841921398556
4;2;102.6110944023938
5;2;104.2235795591216
6;2;113.77122726376864
0;3;54.69712919107354
1;3;53.257662578884045
2;3;63.5982082774348
3;3;87.61376288689267
4;3;105.62867940615985
5;3;99.65122794487854
6;3;92.55821225915342
0;4;48.5855040915398
1;4;47.071936959828754
2;4;57.966981086350444
3;4;80.08252765400836
4;4;90.45672475764192
5;4;82.92896536921279
6;4;73.07416744675238
0;5;25.782843219646267
1;5;28.094421902488573
2;5;35.19863760608452
3;5;55.26754478202401
4;5;67.26548078709163
5;5;82.06767311131827
6;5;80.06318216715538
0;6;18.189749131037004
1;6;20.259357668649923
2;6;26.73718010622308
3;6;36.942104058281764
4;6;51.70217646719099
5;6;75.02967133598288
6;6;87.80145443236707
